Index_client;sexe;Age;Présence_enfant;Présence_conduite_accompagnee;Tranche_revenus;usage_vehicule;type_vehicule;points_perdus;age_vehicule;type_conduite;date_demande;etat_dossier;intervalle_devis
429;F;65;Non;Non;[100k+€];Commercial;Panel Truck;6;18.0;Highly Urban/ Urban;06/05/2022 19:05;complet;[250-500€]
430;F;73;Oui;Oui;[40k-60k€];Private;z_SUV;4;11.0;z_Highly Rural/ Rural;29/04/2022 01:23;complet;[250-500€]
431;F;50;Non;Non;[20k-40k€];Commercial;z_SUV;3;1.0;Highly Urban/ Urban;03/01/2022 09:08;complet;[250-500€]
432;M;22;Non;Non;[60k-80k€];Commercial;Panel Truck;1;4.0;z_Highly Rural/ Rural;09/05/2022 02:38;complet;[750-1000€]
434;F;11;Non;Non;[20k-40k€];Private;Minivan;0;15.0;Highly Urban/ Urban;29/04/2022 09:35;complet;[250-500€]
435;F;75;Non;Non;[40k-60k€];Commercial;Panel Truck;5;0;Highly Urban/ Urban;24/02/2022 09:29;complet;[250-500€]
436;F;60;Non;Non;[0-20k€];Commercial;Pickup;0;1.0;Highly Urban/ Urban;01/04/2022 04:04;complet;[250-500€]
437;F;85;Non;Non;[80k-100k€];Commercial;Pickup;3;13.0;Highly Urban/ Urban;12/02/2022 03:31;complet;[250-500€]
438;F;61;Oui;Non;[40k-60k€];Private;Van;0;12.0;Highly Urban/ Urban;19/04/2022 19:52;complet;[250-500€]
439;M;81;Oui;Non;[0-20k€];Commercial;z_SUV;2;6.0;Highly Urban/ Urban;06/02/2022 22:10;complet;[250-500€]
440;F;62;Oui;Non;[0-20k€];Private;Sports Car;0;9.0;Highly Urban/ Urban;07/01/2022 04:46;complet;[250-500€]
441;F;31;Non;Non;[0-20k€];Commercial;Pickup;0;1.0;Highly Urban/ Urban;19/03/2022 01:46;complet;[250-500€]
443;F;52;Non;Non;[20k-40k€];Commercial;Pickup;0;19.0;Highly Urban/ Urban;08/05/2022 21:30;complet;[250-500€]
444;F;89;Oui;Non;[40k-60k€];Commercial;z_SUV;0;7.0;Highly Urban/ Urban;09/03/2022 21:30;complet;[250-500€]
445;M;75;Non;Non;[0-20k€];Private;z_SUV;2;15.0;Highly Urban/ Urban;20/04/2022 18:29;complet;[250-500€]
446;F;82;Non;Non;[100k+€];Commercial;Pickup;3;1.0;Highly Urban/ Urban;05/04/2022 00:30;complet;[250-500€]
447;M;50;Oui;Non;[80k-100k€];Private;z_SUV;4;9.0;Highly Urban/ Urban;20/05/2022 14:23;complet;[250-500€]
448;M;66;Oui;Non;[0-20k€];Private;z_SUV;1;6.0;Highly Urban/ Urban;03/03/2022 09:25;complet;[250-500€]
449;F;71;Oui;Oui;[0-20k€];Private;z_SUV;2;1.0;Highly Urban/ Urban;12/03/2022 08:44;complet;[250-500€]
450;F;85;Oui;Non;[60k-80k€];Private;Sports Car;0;12.0;Highly Urban/ Urban;06/01/2022 12:56;complet;[250-500€]
452;F;93;Oui;Non;[0-20k€];Private;z_SUV;1;8.0;Highly Urban/ Urban;04/03/2022 00:51;complet;[250-500€]
453;F;54;Non;Non;[100k+€];Private;z_SUV;0;20.0;Highly Urban/ Urban;28/02/2022 08:01;complet;[250-500€]
454;M;40;Non;Non;[60k-80k€];Commercial;Van;0;4.0;Highly Urban/ Urban;22/03/2022 17:53;complet;[250-500€]
455;F;26;Oui;Non;[40k-60k€];Commercial;Minivan;0;10.0;Highly Urban/ Urban;09/05/2022 14:13;complet;[250-500€]
456;F;38;Non;Non;[80k-100k€];Commercial;Pickup;0;0;Highly Urban/ Urban;11/03/2022 14:38;complet;[250-500€]
457;F;54;Non;Non;[60k-80k€];Commercial;Van;5;1.0;Highly Urban/ Urban;19/02/2022 23:44;complet;[250-500€]
458;F;38;Oui;Non;[0-20k€];Private;Sports Car;2;8.0;Highly Urban/ Urban;28/04/2022 20:05;complet;[250-500€]
459;M;29;Non;Non;[100k+€];Private;Pickup;0;1.0;Highly Urban/ Urban;01/03/2022 15:58;complet;[250-500€]
460;M;38;Oui;Oui;[80k-100k€];Private;Minivan;1;1.0;Highly Urban/ Urban;17/01/2022 02:58;complet;[250-500€]
461;M;60;Non;Non;[0-20k€];Private;z_SUV;0;9.0;z_Highly Rural/ Rural;12/03/2022 07:57;complet;[250-500€]
462;M;49;Non;Non;[60k-80k€];Private;Sports Car;1;5.0;Highly Urban/ Urban;14/04/2022 03:21;complet;[250-500€]
463;M;35;Non;Non;[80k-100k€];Commercial;Panel Truck;0;12.0;Highly Urban/ Urban;17/02/2022 11:06;complet;[250-500€]
464;F;60;Non;Non;[40k-60k€];Private;Minivan;2;11.0;Highly Urban/ Urban;19/04/2022 19:04;complet;[250-500€]
465;M;76;Oui;Oui;[0-20k€];Commercial;Pickup;0;5.0;z_Highly Rural/ Rural;18/05/2022 10:53;complet;[250-500€]
466;M;88;Non;Non;[60k-80k€];Commercial;Pickup;1;12.0;z_Highly Rural/ Rural;13/03/2022 05:28;complet;[250-500€]
467;F;3;Oui;Oui;[100k+€];Commercial;Van;0;0;Highly Urban/ Urban;11/05/2022 14:01;complet;[250-500€]
468;F;13;Non;Non;[80k-100k€];Commercial;Panel Truck;1;0;Highly Urban/ Urban;11/01/2022 02:15;complet;[250-500€]
469;F;21;Non;Non;[20k-40k€];Private;z_SUV;2;6.0;Highly Urban/ Urban;09/05/2022 11:12;complet;[250-500€]
470;F;59;Oui;Oui;[0-20k€];Commercial;Minivan;6;1.0;Highly Urban/ Urban;04/01/2022 12:36;complet;[250-500€]
471;F;57;Oui;Non;[0-20k€];Private;z_SUV;7;6.0;Highly Urban/ Urban;30/05/2022 20:12;complet;[250-500€]
472;M;30;Non;Non;[80k-100k€];Private;Minivan;1;9.0;Highly Urban/ Urban;06/03/2022 00:29;complet;[250-500€]
473;M;25;Oui;Non;[20k-40k€];Private;z_SUV;7;4.0;Highly Urban/ Urban;19/01/2022 12:12;complet;[250-500€]
474;F;8;Oui;Non;[40k-60k€];Private;Pickup;2;9.0;Highly Urban/ Urban;20/04/2022 02:39;complet;[250-500€]
475;M;59;Non;Non;[0-20k€];Private;z_SUV;1;1.0;Highly Urban/ Urban;24/05/2022 17:45;complet;[250-500€]
476;F;23;Oui;Non;[0-20k€];Private;z_SUV;8;1.0;Highly Urban/ Urban;26/03/2022 13:13;complet;[250-500€]
477;F;78;Non;Non;[0-20k€];Private;z_SUV;1;8.0;Highly Urban/ Urban;23/03/2022 14:10;complet;[250-500€]
478;M;30;Non;Non;[100k+€];Commercial;Panel Truck;0;18.0;Highly Urban/ Urban;12/04/2022 00:22;complet;[250-500€]
479;M;31;Non;Non;[100k+€];Private;Minivan;0;11.0;Highly Urban/ Urban;15/04/2022 13:43;complet;[250-500€]
480;F;70;Non;Non;[40k-60k€];Commercial;Pickup;1;6.0;Highly Urban/ Urban;20/04/2022 01:02;complet;[250-500€]
481;F;73;Non;Non;[20k-40k€];Private;z_SUV;0;1.0;z_Highly Rural/ Rural;02/05/2022 23:12;complet;[250-500€]
482;F;69;Oui;Non;[0-20k€];Private;Van;6;1.0;Highly Urban/ Urban;21/05/2022 08:38;complet;[250-500€]
483;F;26;Oui;Non;[60k-80k€];Private;z_SUV;0;0;Highly Urban/ Urban;01/03/2022 18:29;complet;[250-500€]
484;F;54;Oui;Oui;[60k-80k€];Private;Minivan;3;7.0;Highly Urban/ Urban;10/05/2022 11:14;complet;[250-500€]
485;F;73;Non;Non;[100k+€];Private;Sports Car;1;10.0;Highly Urban/ Urban;06/03/2022 05:10;complet;[250-500€]
486;F;6;Non;Non;[0-20k€];Private;Minivan;0;1.0;z_Highly Rural/ Rural;26/05/2022 01:21;complet;[250-500€]
487;F;24;Oui;Oui;[20k-40k€];Private;Sports Car;1;1.0;Highly Urban/ Urban;25/04/2022 09:36;complet;[250-500€]
488;M;62;Non;Non;[20k-40k€];Commercial;z_SUV;0;1.0;z_Highly Rural/ Rural;29/05/2022 19:59;complet;[250-500€]
489;M;10;Oui;Non;[20k-40k€];Private;Sports Car;5;10.0;Highly Urban/ Urban;03/02/2022 15:04;complet;[250-500€]
490;M;30;Oui;Non;[20k-40k€];Commercial;Minivan;0;8.0;Highly Urban/ Urban;16/05/2022 00:02;complet;[250-500€]
491;F;60;Oui;Oui;[60k-80k€];Private;z_SUV;1;10.0;Highly Urban/ Urban;15/05/2022 09:25;complet;[250-500€]
492;M;76;Oui;Non;[60k-80k€];Private;z_SUV;2;6.0;Highly Urban/ Urban;28/05/2022 03:24;complet;[250-500€]
493;F;77;Non;Non;[0-20k€];Commercial;Pickup;2;11.0;z_Highly Rural/ Rural;27/03/2022 17:26;complet;[250-500€]
494;M;52;Non;Non;[20k-40k€];Private;z_SUV;4;1.0;Highly Urban/ Urban;03/02/2022 09:48;complet;[250-500€]
495;F;10;Non;Non;[100k+€];Commercial;Panel Truck;4;8.0;Highly Urban/ Urban;06/05/2022 15:53;complet;[500-750€]
496;F;23;Non;Non;[20k-40k€];Private;Minivan;3;0;z_Highly Rural/ Rural;12/05/2022 06:56;complet;[250-500€]
497;F;74;Non;Non;[80k-100k€];Commercial;Van;1;13.0;Highly Urban/ Urban;15/01/2022 18:39;complet;[250-500€]
498;M;15;Oui;Oui;[0-20k€];Commercial;Pickup;1;1.0;Highly Urban/ Urban;24/01/2022 13:18;complet;[250-500€]
499;M;51;Non;Non;[100k+€];Private;Pickup;0;19.0;Highly Urban/ Urban;17/03/2022 06:56;complet;[250-500€]
500;M;94;Non;Non;[0-20k€];Private;z_SUV;1;9.0;z_Highly Rural/ Rural;29/03/2022 02:50;complet;[250-500€]
501;M;21;Non;Non;[60k-80k€];Private;Pickup;0;0;Highly Urban/ Urban;10/05/2022 07:12;complet;[250-500€]
502;F;62;Non;Non;[100k+€];Private;Minivan;0;15.0;Highly Urban/ Urban;14/03/2022 05:41;complet;[250-500€]
503;F;77;Non;Non;[20k-40k€];Private;Pickup;0;10.0;z_Highly Rural/ Rural;31/05/2022 13:57;complet;[500-750€]
504;F;8;Non;Non;[100k+€];Private;z_SUV;0;7.0;Highly Urban/ Urban;10/05/2022 23:39;complet;[250-500€]
505;F;60;Oui;Non;[20k-40k€];Commercial;Pickup;0;1.0;Highly Urban/ Urban;14/05/2022 00:58;complet;[250-500€]
506;F;88;Non;Non;[100k+€];Commercial;Van;2;12.0;Highly Urban/ Urban;07/05/2022 14:05;complet;[250-500€]
507;F;55;Non;Non;[40k-60k€];Private;Pickup;1;1.0;z_Highly Rural/ Rural;17/05/2022 22:41;complet;[250-500€]
508;M;54;Non;Non;[0-20k€];Commercial;Minivan;0;8.0;Highly Urban/ Urban;17/03/2022 06:05;complet;[250-500€]
509;F;47;Non;Non;[100k+€];Commercial;Van;3;10.0;Highly Urban/ Urban;15/03/2022 03:25;complet;[250-500€]
510;F;54;Non;Non;[100k+€];Private;Minivan;0;13.0;Highly Urban/ Urban;30/03/2022 17:24;complet;[250-500€]
511;F;61;Non;Non;[60k-80k€];Private;z_SUV;0;1.0;Highly Urban/ Urban;21/01/2022 20:42;complet;[250-500€]
512;M;64;Oui;Non;[0-20k€];Commercial;z_SUV;2;1.0;Highly Urban/ Urban;18/01/2022 19:29;complet;[250-500€]
513;F;20;Non;Non;[0-20k€];Commercial;Minivan;1;17.0;Highly Urban/ Urban;19/04/2022 21:43;complet;[250-500€]
514;M;59;Non;Non;[20k-40k€];Commercial;Pickup;0;7.0;z_Highly Rural/ Rural;18/05/2022 13:33;complet;[250-500€]
515;M;58;Non;Non;[60k-80k€];Private;Minivan;0;21.0;Highly Urban/ Urban;04/04/2022 15:50;complet;[250-500€]
516;M;57;Oui;Non;[100k+€];Private;Minivan;0;8.0;Highly Urban/ Urban;25/03/2022 07:11;complet;[250-500€]
517;F;63;Oui;Non;[60k-80k€];Commercial;Minivan;7;1.0;Highly Urban/ Urban;23/03/2022 12:28;complet;[250-500€]
518;F;36;Non;Non;[100k+€];Commercial;Panel Truck;0;11.0;Highly Urban/ Urban;25/03/2022 13:33;complet;[250-500€]
520;F;85;Non;Non;[100k+€];Commercial;z_SUV;4;10.0;Highly Urban/ Urban;08/04/2022 12:44;complet;[500-750€]
521;M;71;Non;Non;[40k-60k€];Private;Minivan;0;0;Highly Urban/ Urban;25/02/2022 05:54;complet;[250-500€]
522;F;70;Non;Non;[20k-40k€];Private;z_SUV;2;8.0;Highly Urban/ Urban;07/02/2022 00:44;complet;[250-500€]
523;M;6;Oui;Oui;[0-20k€];Commercial;Minivan;0;4.0;z_Highly Rural/ Rural;01/04/2022 01:13;complet;[250-500€]
524;M;18;Non;Non;[100k+€];Private;Minivan;3;0;Highly Urban/ Urban;25/05/2022 18:59;complet;[250-500€]
525;F;82;Non;Non;[20k-40k€];Private;z_SUV;5;7.0;Highly Urban/ Urban;21/04/2022 16:29;complet;[250-500€]
526;F;61;Non;Non;[20k-40k€];Private;Minivan;0;1.0;Highly Urban/ Urban;31/05/2022 05:19;complet;[250-500€]
528;F;62;Oui;Oui;[40k-60k€];Private;z_SUV;9;6.0;Highly Urban/ Urban;23/05/2022 14:29;complet;[250-500€]
529;M;86;Oui;Non;[80k-100k€];Commercial;Pickup;0;4.0;z_Highly Rural/ Rural;24/02/2022 11:57;complet;[250-500€]
530;M;84;Oui;Non;[40k-60k€];Private;Sports Car;0;0;Highly Urban/ Urban;28/05/2022 16:47;complet;[250-500€]
531;F;79;Non;Non;[20k-40k€];Private;Minivan;0;9.0;Highly Urban/ Urban;18/05/2022 20:48;complet;[250-500€]
532;M;56;Oui;Non;[20k-40k€];Commercial;Panel Truck;4;1.0;Highly Urban/ Urban;12/03/2022 12:59;complet;[250-500€]
533;M;54;Oui;Oui;[40k-60k€];Commercial;Pickup;2;8.0;z_Highly Rural/ Rural;06/03/2022 13:23;complet;[250-500€]
535;M;73;Oui;Non;[40k-60k€];Commercial;Pickup;2;13.0;z_Highly Rural/ Rural;10/05/2022 23:21;complet;[250-500€]
537;F;60;Non;Non;[40k-60k€];Commercial;z_SUV;1;1.0;Highly Urban/ Urban;20/01/2022 06:01;complet;[250-500€]
539;F;38;Oui;Non;[0-20k€];Private;Sports Car;2;8.0;z_Highly Rural/ Rural;07/01/2022 02:17;complet;[250-500€]
540;F;51;Non;Non;[20k-40k€];Private;Pickup;1;1.0;Highly Urban/ Urban;04/05/2022 21:01;complet;[250-500€]
541;M;7;Non;Non;[100k+€];Private;Pickup;2;15.0;Highly Urban/ Urban;05/05/2022 07:55;complet;[250-500€]
542;F;6;Oui;Oui;[80k-100k€];Private;Sports Car;7;18.0;Highly Urban/ Urban;14/03/2022 00:41;complet;[250-500€]
543;M;90;Non;Non;[60k-80k€];Private;Minivan;2;12.0;Highly Urban/ Urban;13/02/2022 12:27;complet;[250-500€]
544;M;88;Non;Non;[20k-40k€];Private;Minivan;0;17.0;z_Highly Rural/ Rural;27/03/2022 16:30;complet;[250-500€]
545;F;58;Non;Non;[60k-80k€];Private;Sports Car;0;1.0;Highly Urban/ Urban;02/02/2022 14:25;complet;[250-500€]
546;F;85;Oui;Oui;[60k-80k€];Commercial;Panel Truck;0;14.0;z_Highly Rural/ Rural;22/05/2022 06:17;complet;[250-500€]
547;M;60;Non;Non;[20k-40k€];Private;Sports Car;2;9.0;Highly Urban/ Urban;03/02/2022 18:51;complet;[250-500€]
548;M;29;Non;Non;[20k-40k€];Private;z_SUV;3;7.0;Highly Urban/ Urban;17/04/2022 11:05;complet;[250-500€]
549;F;70;Non;Non;[60k-80k€];Private;Sports Car;0;9.0;Highly Urban/ Urban;30/01/2022 11:38;complet;[250-500€]
550;M;74;Non;Non;[100k+€];Private;z_SUV;3;12.0;Highly Urban/ Urban;04/01/2022 23:37;complet;[250-500€]
551;F;31;Oui;Non;[40k-60k€];Private;Pickup;2;11.0;z_Highly Rural/ Rural;20/02/2022 01:38;complet;[250-500€]
552;M;39;Non;Non;[60k-80k€];Private;z_SUV;0;18.0;Highly Urban/ Urban;22/03/2022 18:25;complet;[250-500€]
554;M;87;Non;Non;[20k-40k€];Commercial;z_SUV;4;9.0;Highly Urban/ Urban;28/03/2022 18:19;complet;[250-500€]
555;M;47;Non;Non;[40k-60k€];Commercial;z_SUV;0;5.0;Highly Urban/ Urban;15/01/2022 01:30;complet;[250-500€]
556;M;93;Oui;Oui;[40k-60k€];Commercial;Pickup;1;7.0;Highly Urban/ Urban;30/03/2022 17:09;complet;[250-500€]
558;M;6;Oui;Non;[60k-80k€];Private;Minivan;0;0;Highly Urban/ Urban;11/04/2022 23:33;complet;[250-500€]
559;F;67;Non;Non;[0-20k€];Commercial;Panel Truck;0;0;Highly Urban/ Urban;18/05/2022 18:08;complet;[250-500€]
560;M;91;Non;Non;[0-20k€];Private;Pickup;4;1.0;Highly Urban/ Urban;02/04/2022 09:07;complet;[250-500€]
561;M;3;Non;Non;[40k-60k€];Private;Minivan;0;19.0;Highly Urban/ Urban;09/03/2022 14:39;complet;[250-500€]
562;M;19;Non;Non;[0-20k€];Private;Sports Car;0;10.0;Highly Urban/ Urban;13/04/2022 11:26;complet;[250-500€]
563;M;36;Non;Non;[40k-60k€];Commercial;Van;3;18.0;Highly Urban/ Urban;14/03/2022 13:17;complet;[250-500€]
564;M;53;Oui;Non;[20k-40k€];Private;Minivan;1;10.0;Highly Urban/ Urban;12/05/2022 14:47;complet;[250-500€]
565;F;25;Oui;Non;[0-20k€];Private;Van;0;1.0;Highly Urban/ Urban;01/01/2022 20:24;complet;[250-500€]
566;M;27;Oui;Oui;[80k-100k€];Private;z_SUV;4;16.0;Highly Urban/ Urban;25/05/2022 20:36;complet;[250-500€]
567;F;58;Non;Non;[0-20k€];Private;z_SUV;0;9.0;Highly Urban/ Urban;16/05/2022 05:07;complet;[250-500€]
568;M;15;Oui;Oui;[0-20k€];Private;Pickup;1;7.0;Highly Urban/ Urban;27/02/2022 02:15;complet;[250-500€]
569;F;87;Non;Non;[100k+€];Private;Pickup;0;15.0;Highly Urban/ Urban;09/03/2022 09:41;complet;[250-500€]
570;M;32;Non;Non;[60k-80k€];Private;z_SUV;4;13.0;Highly Urban/ Urban;31/05/2022 15:49;complet;[250-500€]
571;F;63;Non;Non;[100k+€];Private;Minivan;0;14.0;Highly Urban/ Urban;02/03/2022 14:10;complet;[250-500€]
572;F;23;Oui;Non;[80k-100k€];Commercial;Panel Truck;0;24.0;Highly Urban/ Urban;24/04/2022 21:41;complet;[500-750€]
573;F;68;Non;Non;[0-20k€];Commercial;Pickup;3;10.0;Highly Urban/ Urban;21/01/2022 07:59;complet;[250-500€]
574;F;74;Non;Non;[60k-80k€];Private;z_SUV;4;13.0;Highly Urban/ Urban;07/03/2022 19:35;complet;[250-500€]
575;F;9;Non;Non;[0-20k€];Private;Pickup;0;17.0;z_Highly Rural/ Rural;31/05/2022 11:14;complet;[250-500€]
576;M;86;Oui;Non;[60k-80k€];Commercial;Van;4;8.0;Highly Urban/ Urban;13/05/2022 02:36;complet;[250-500€]
577;F;65;Non;Non;[60k-80k€];Private;Pickup;0;15.0;Highly Urban/ Urban;23/05/2022 03:01;complet;[250-500€]
578;M;18;Non;Non;[0-20k€];Commercial;Minivan;1;10.0;Highly Urban/ Urban;11/05/2022 03:02;complet;[250-500€]
579;M;58;Non;Non;[0-20k€];Private;Minivan;3;1.0;Highly Urban/ Urban;05/04/2022 00:02;complet;[250-500€]
580;M;47;Non;Non;[80k-100k€];Private;z_SUV;8;1.0;Highly Urban/ Urban;27/05/2022 18:51;complet;[250-500€]
581;M;56;Oui;Non;[20k-40k€];Private;Minivan;2;1.0;Highly Urban/ Urban;20/04/2022 23:17;complet;[250-500€]
582;M;51;Oui;Non;[0-20k€];Commercial;Panel Truck;0;10.0;Highly Urban/ Urban;25/01/2022 19:36;complet;[250-500€]
583;M;56;Oui;Non;[60k-80k€];Private;Minivan;1;13.0;Highly Urban/ Urban;08/04/2022 01:19;complet;[250-500€]
584;M;90;Non;Non;[0-20k€];Private;Minivan;0;7.0;z_Highly Rural/ Rural;18/02/2022 12:19;complet;[250-500€]
585;F;39;Non;Non;[80k-100k€];Commercial;Minivan;0;0;Highly Urban/ Urban;12/01/2022 18:29;complet;[250-500€]
586;M;89;Non;Non;[0-20k€];Private;Sports Car;2;1.0;Highly Urban/ Urban;10/01/2022 15:03;complet;[250-500€]
587;M;93;Oui;Oui;[60k-80k€];Private;z_SUV;1;5.0;Highly Urban/ Urban;10/05/2022 11:42;complet;[250-500€]
589;M;64;Non;Non;[0-20k€];Private;z_SUV;5;3.0;Highly Urban/ Urban;19/02/2022 03:28;complet;[250-500€]
591;F;80;Non;Non;[20k-40k€];Private;Pickup;0;1.0;Highly Urban/ Urban;23/04/2022 04:43;complet;[250-500€]
592;F;51;Non;Non;[100k+€];Commercial;Panel Truck;5;10.0;Highly Urban/ Urban;21/05/2022 08:25;complet;[250-500€]
593;M;7;Non;Non;[100k+€];Private;Van;6;0;Highly Urban/ Urban;06/01/2022 08:39;complet;[250-500€]
594;M;5;Oui;Non;[80k-100k€];Private;z_SUV;0;14.0;Highly Urban/ Urban;08/04/2022 00:39;complet;[250-500€]
595;F;84;Non;Non;[40k-60k€];Private;z_SUV;0;6.0;Highly Urban/ Urban;25/04/2022 11:54;complet;[250-500€]
596;M;87;Non;Non;[40k-60k€];Private;Sports Car;1;19.0;Highly Urban/ Urban;09/01/2022 11:28;complet;[250-500€]
597;M;43;Non;Non;[0-20k€];Private;Minivan;2;6.0;z_Highly Rural/ Rural;05/02/2022 05:34;complet;[250-500€]
598;M;90;Non;Non;[100k+€];Private;Minivan;2;14.0;Highly Urban/ Urban;01/03/2022 11:59;complet;[250-500€]
599;M;65;Non;Non;[0-20k€];Private;Sports Car;2;20.0;z_Highly Rural/ Rural;14/02/2022 22:46;complet;[250-500€]
600;F;32;Oui;Non;[80k-100k€];Commercial;Pickup;7;7.0;Highly Urban/ Urban;13/02/2022 06:18;complet;[250-500€]
602;M;60;Oui;Oui;[60k-80k€];Commercial;z_SUV;1;13.0;Highly Urban/ Urban;12/01/2022 21:51;complet;[250-500€]
603;F;62;Oui;Oui;[0-20k€];Private;Minivan;0;13.0;Highly Urban/ Urban;10/03/2022 05:03;complet;[250-500€]
604;M;66;Non;Non;[100k+€];Commercial;Panel Truck;0;6.0;Highly Urban/ Urban;10/05/2022 21:14;complet;[250-500€]
605;F;12;Non;Non;[60k-80k€];Commercial;z_SUV;3;1.0;Highly Urban/ Urban;11/01/2022 06:26;complet;[250-500€]
607;F;59;Oui;Non;[60k-80k€];Private;Minivan;1;15.0;Highly Urban/ Urban;21/02/2022 10:07;complet;[250-500€]
608;M;55;Non;Non;[60k-80k€];Commercial;Van;0;13.0;Highly Urban/ Urban;07/04/2022 18:39;complet;[250-500€]
609;M;71;Non;Non;[60k-80k€];Commercial;Minivan;2;7.0;Highly Urban/ Urban;07/02/2022 05:05;complet;[250-500€]
610;F;6;Oui;Non;[20k-40k€];Commercial;z_SUV;0;7.0;z_Highly Rural/ Rural;28/05/2022 05:50;complet;[250-500€]
611;M;66;Non;Non;[80k-100k€];Private;Minivan;0;7.0;Highly Urban/ Urban;03/03/2022 11:24;complet;[250-500€]
612;M;25;Oui;Non;[100k+€];Private;Minivan;0;16.0;Highly Urban/ Urban;07/02/2022 03:36;complet;[250-500€]
613;F;38;Non;Non;[80k-100k€];Private;z_SUV;0;15.0;z_Highly Rural/ Rural;07/01/2022 05:37;complet;[250-500€]
614;M;8;Non;Non;[20k-40k€];Commercial;Minivan;0;7.0;Highly Urban/ Urban;26/02/2022 03:44;complet;[250-500€]
615;M;17;Non;Non;[100k+€];Private;Van;0;18.0;Highly Urban/ Urban;07/04/2022 19:50;complet;[250-500€]
616;F;74;Non;Non;[100k+€];Private;Sports Car;4;21.0;Highly Urban/ Urban;22/03/2022 11:12;complet;[250-500€]
617;F;15;Non;Non;[80k-100k€];Private;z_SUV;1;13.0;z_Highly Rural/ Rural;12/01/2022 10:58;complet;[250-500€]
618;M;57;Oui;Oui;[20k-40k€];Private;Sports Car;0;11.0;Highly Urban/ Urban;10/03/2022 08:37;complet;[250-500€]
619;F;8;Non;Non;[40k-60k€];Commercial;Sports Car;2;0;Highly Urban/ Urban;11/02/2022 07:56;complet;[250-500€]
620;F;31;Non;Non;[80k-100k€];Private;Minivan;2;0;z_Highly Rural/ Rural;17/04/2022 04:32;complet;[250-500€]
622;F;20;Non;Non;[100k+€];Commercial;Panel Truck;0;17.0;z_Highly Rural/ Rural;08/01/2022 16:09;complet;[250-500€]
623;M;20;Non;Non;[80k-100k€];Private;Sports Car;3;14.0;Highly Urban/ Urban;14/03/2022 14:20;complet;[250-500€]
624;M;22;Non;Non;[100k+€];Private;Pickup;0;10.0;Highly Urban/ Urban;23/05/2022 23:35;complet;[250-500€]
625;M;21;Non;Non;[40k-60k€];Commercial;Sports Car;1;11.0;Highly Urban/ Urban;09/04/2022 21:55;complet;[250-500€]
626;M;20;Non;Non;[40k-60k€];Private;Van;0;18.0;Highly Urban/ Urban;28/04/2022 17:36;complet;[250-500€]
627;M;17;Non;Non;[20k-40k€];Private;Pickup;3;1.0;z_Highly Rural/ Rural;17/02/2022 09:12;complet;[500-750€]
628;F;65;Non;Non;[100k+€];Private;Minivan;2;11.0;Highly Urban/ Urban;16/04/2022 00:49;complet;[250-500€]
629;M;13;Non;Non;[100k+€];Private;Minivan;0;13.0;Highly Urban/ Urban;14/04/2022 05:42;complet;[250-500€]
630;M;40;Non;Non;[80k-100k€];Commercial;Minivan;0;9.0;Highly Urban/ Urban;26/04/2022 08:50;complet;[250-500€]
631;M;48;Non;Non;[40k-60k€];Private;Sports Car;4;1.0;Highly Urban/ Urban;24/04/2022 02:36;complet;[250-500€]
632;M;21;Non;Non;[40k-60k€];Private;Pickup;0;8.0;Highly Urban/ Urban;03/03/2022 12:44;complet;[250-500€]
633;M;5;Non;Non;[100k+€];Private;Minivan;1;15.0;Highly Urban/ Urban;18/03/2022 03:03;complet;[250-500€]
634;F;94;Non;Non;[40k-60k€];Private;Sports Car;2;8.0;Highly Urban/ Urban;28/04/2022 02:43;complet;[250-500€]
635;F;18;Oui;Non;[80k-100k€];Commercial;Van;1;7.0;Highly Urban/ Urban;22/03/2022 08:53;complet;[250-500€]
636;F;22;Oui;Oui;[60k-80k€];Commercial;Pickup;4;10.0;Highly Urban/ Urban;08/02/2022 19:17;complet;[250-500€]
637;F;28;Non;Non;[80k-100k€];Commercial;Panel Truck;0;0;z_Highly Rural/ Rural;08/02/2022 07:38;complet;[250-500€]
638;F;68;Non;Non;[20k-40k€];Private;z_SUV;0;1.0;z_Highly Rural/ Rural;07/02/2022 21:25;complet;[250-500€]
639;F;75;Oui;Non;[60k-80k€];Commercial;Pickup;2;1.0;Highly Urban/ Urban;22/03/2022 09:48;complet;[250-500€]
640;F;85;Non;Non;[20k-40k€];Commercial;Pickup;1;1.0;Highly Urban/ Urban;13/04/2022 20:56;complet;[250-500€]
641;M;69;Oui;Oui;[0-20k€];Private;Sports Car;4;1.0;Highly Urban/ Urban;16/02/2022 18:11;complet;[250-500€]
642;F;17;Non;Non;[0-20k€];Private;Minivan;0;7.0;Highly Urban/ Urban;01/03/2022 17:16;complet;[250-500€]
643;F;32;Non;Non;[20k-40k€];Private;z_SUV;0;1.0;z_Highly Rural/ Rural;17/01/2022 23:45;complet;[250-500€]
644;M;58;Oui;Oui;[0-20k€];Private;Minivan;2;7.0;z_Highly Rural/ Rural;21/05/2022 16:11;complet;[250-500€]
645;F;49;Non;Non;[100k+€];Private;Minivan;6;17.0;Highly Urban/ Urban;17/04/2022 06:36;complet;[250-500€]
646;F;21;Non;Non;[60k-80k€];Private;z_SUV;0;1.0;Highly Urban/ Urban;13/02/2022 20:08;complet;[250-500€]
